studentid,subsidy
15165,0
15168,2000
15169,2000
15184,2000
15185,2000
15190,2000
15191,2000
15194,2000
15195,2000
15200,2000
15201,2000
15202,2000
15203,2000
15206,0
15207,0
15210,0
15211,0
15214,2000
15215,2000
15220,0
15221,0
15222,2000
15223,2000
15228,0
15229,2000
15234,0
15235,2000
15236,0
15237,2000
15240,0
15241,2000
15242,2000
15243,2000
15252,0
15253,2000
15254,2000
15255,2000
15260,0
15261,2000
15264,2000
15265,2000
15272,0
15273,0
15280,0
15281,2000
15286,2000
15287,1000
15288,2000
15289,0
15292,2000
15293,0
15294,0
15295,0
15296,2000
15297,2000
15298,0
15299,0
15300,0
15301,0
15306,0
15307,0
15310,0
15311,0
15318,0
15319,0
15320,2000
15321,0
15322,2000
15323,2000
15324,2000
15325,2000
15330,2000
15331,0
15332,2000
15333,2000
15334,0
15335,0
15336,2000
15337,0
15338,2000
15339,2000
15350,2000
15351,0
15356,2000
15357,2000
15360,2000
15361,2000
15372,0
15373,0
15378,2000
15379,2000
15382,0
15383,0
15394,2000
15395,2000
15396,0
15397,0
15398,0
15399,0
15414,2000
15415,0
15418,0
15419,0
15420,2000
15421,2000
15426,2000
15427,0
15430,0
15431,0
15432,2000
15433,0
15444,0
15445,2000
15450,2000
15451,0
15454,0
15455,0
15458,2000
15459,2000
15462,2000
15463,0
15466,0
15467,0
15480,2000
15481,2000
15484,2000
15485,2000
15488,2000
15489,2000
15494,0
15495,2000
15508,2000
15509,0
15516,0
15517,0
15522,2000
15523,0
15526,0
15527,0
15534,2000
15535,0
15546,0
15547,0
15556,0
15557,0
15572,2000
15573,0
15576,2000
15577,0
15584,0
15585,0
15600,0
15601,0
15604,0
15605,0
15614,0
15615,0
15620,0
15621,0
15622,0
15623,2000
15628,0
15629,0
15630,0
15631,0
15638,0
15639,0
15646,2000
15647,0
15654,2000
15655,2000
15660,0
15661,0
15674,0
15675,2000
15676,0
15677,0
15678,0
15679,0
15680,0
15681,0
15690,2000
15691,0
15704,0
15705,0
15706,2000
15707,2000
15710,0
15711,0
15720,2000
15721,2000
15724,2000
15725,2000
15726,0
15727,2000
15732,0
15733,2000
15742,2000
15743,2000
15744,0
15745,0
15758,0
15759,2000
15784,0
15785,0
15790,2000
15791,2000
15808,0
15809,0
15820,2000
15821,2000
15822,0
15823,2000
15826,0
15827,0
15832,0
15833,2000
15846,0
15847,0
15848,2000
15849,2000
15850,2000
15851,0
15852,2000
15853,2000
15856,2000
15857,2000
15862,2000
15863,2000
15864,2000
15865,2000
15886,0
15887,0
15892,0
15893,0
15898,0
15899,0
15900,0
15901,0
15914,0
15915,2000
15916,0
15917,0
15928,0
15929,0
15932,2000
15933,2000
15934,0
15935,0
15936,2000
15937,2000
15940,2000
15941,2000
15946,0
15947,0
15948,0
15949,0
15952,0
15953,0
15954,0
15955,2000
15964,0
15965,0
15968,2000
15969,0
15970,0
15971,1500
15980,0
15981,2000
16004,2000
16005,2000
16008,2000
16009,2000
16030,0
16031,0
16038,2000
16039,2000
16040,0
16041,0
16058,2000
16059,0
16068,0
16069,0
16072,0
16073,0
16074,0
16075,0
16080,2000
16081,2000
16086,2000
16087,2000
16088,2000
16089,2000
16090,0
16091,0
16094,0
16095,2000
16110,2000
16111,2000
16132,2000
16133,2000
16136,2000
16137,2000
16140,0
16141,0
16148,2000
16149,2000
16150,2000
16151,0
16152,0
16153,2000
16168,0
16169,0
16172,2000
16173,2000
16190,2000
16191,0
16192,0
16193,0
16198,0
16199,0
16208,0
16209,2000
16212,0
16213,2000
16216,2000
16217,2000
16226,2000
16227,2000
16238,2000
16239,2000
16246,2000
16247,0
16248,0
16249,0
16250,0
16251,0
16254,0
16255,0
16258,0
16259,0
16260,0
16261,0
16268,2000
16269,2000
16272,0
16273,0
16274,2000
16275,2000
16276,0
16277,0
16282,2000
16283,2000
16284,0
16285,0
16286,0
16287,0
16292,0
16293,0
16294,0
16295,0
16296,2000
16297,2000
16314,0
16315,0
16320,0
16321,0
16322,0
16323,0
16326,2000
16327,2000
16330,0
16331,0
16338,0
16339,0
16350,0
16351,0
16352,0
16353,2000
16354,0
16355,0
16368,0
16369,2000
16372,0
16373,2000
16378,0
16379,0
16390,0
16391,0
16394,0
16395,0
16396,0
16397,0
16408,0
16409,0
16410,0
16411,0
16422,0
16423,0
16432,0
16433,0
16472,0
16473,0
16474,0
16475,0
16490,2000
16491,0
16496,2000
16497,2000
16502,2000
16503,2000
16504,2000
16505,2000
16508,2000
16509,0
16526,0
16527,0
16530,0
16531,0
16534,0
16535,0
16536,2000
16537,0
16544,0
16545,2000
16552,2000
16553,2000
16560,0
16561,0
16564,0
16565,0
16566,0
16567,2000
16572,2000
16573,2000
16574,0
16575,0
16582,2000
16583,2000
16586,0
16587,0
16594,2000
16595,0
16602,2000
16603,2000
16618,2000
16619,0
16628,0
16629,0
16642,0
16643,0
16644,0
16645,2000
16660,2000
16661,2000
16664,2000
16665,2000
16666,2000
16667,2000
16682,0
16683,0
16686,2000
16687,2000
16692,0
16693,0
16698,0
16699,0
16700,0
16701,0
16704,2000
16705,2000
16708,2000
16709,0
16712,2000
16713,2000
16724,0
16725,2000
16726,2000
16727,2000
16730,2000
16731,2000
16740,0
16741,0
16746,0
16747,0
16756,0
16757,2000
16762,2000
16763,2000
16768,0
16769,0
16778,0
16779,0
16784,2000
16785,0
16800,0
16801,0
16808,0
16809,2000
16816,2000
16817,0
16834,0
16835,0
16838,2000
16839,0
16840,0
16841,2000
16846,2000
16847,0
16850,0
16851,0
16852,1000
16853,0
16858,0
16859,0
16862,0
16863,0
16864,2000
16865,2000
16876,0
16877,0
16882,2000
16883,2000
16892,0
16893,0
16894,2000
16895,0
16902,2000
16903,2000
16906,2000
16907,0
16908,0
16909,2000
16910,0
16911,2000
16914,2000
16915,2000
16920,2000
16921,2000
16922,2000
16923,2000
16926,2000
16927,2000
16942,0
16943,2000
16956,2000
16957,2000
16970,2000
16971,2000
16976,0
16977,0
16988,0
16989,0
16998,2000
16999,2000
17000,2000
17001,2000
17008,2000
17009,2000
17010,0
17011,2000
17012,2000
17013,2000
17020,0
17021,0
17022,0
17023,0
17024,2000
17025,0
17028,2000
17029,2000
17036,0
17037,2000
17042,0
17043,0
17046,0
17047,0
17066,0
17067,0
17080,2000
17081,2000
17082,2000
17083,2000
17084,2000
17085,0
17088,0
17089,0
17092,2000
17093,2000
17096,2000
17097,2000
17108,2000
17109,0
17110,2000
17111,2000
17112,0
17113,0
17124,2000
17125,2000
17130,0
17131,0
17132,0
17133,2000
17134,0
17135,0
17136,2000
17137,2000
17138,0
17139,0
17144,2000
17145,2000
17146,2000
17147,2000
17156,0
17157,0
17158,0
17159,2000
17172,0
17173,0
17176,0
17177,0
17184,0
17185,0
17186,0
17187,0
17192,0
17193,0
17194,2000
17195,2000
17196,0
17197,2000
17198,2000
17199,0
17206,2000
17207,2000
17212,2000
17213,2000
17214,2000
17215,2000
17216,2000
17217,2000
17222,0
17223,0
17226,0
17227,0
17228,2000
17229,2000
17234,0
17235,2000
17238,2000
17239,2000
17250,2000
17251,2000
17260,2000
17261,0
17262,0
17263,0
17264,0
17265,2000
17268,2000
17269,2000
17280,2000
17281,0
17282,0
17283,0
17286,0
17287,0
17294,2000
17295,0
17298,0
17299,0
17308,0
17309,0
17316,2000
17317,0
17320,0
17321,0
17326,0
17327,2000
17328,0
17329,0
17330,0
17331,2000
17340,0
17341,2000
17348,0
17349,2000
17352,0
17353,2000
17360,0
17361,0
17376,2000
17377,0
17378,0
17379,0
17388,0
17389,2000
17396,0
17397,2000
17404,2000
17405,2000
17414,2000
17415,0
17420,0
17421,0
17426,2000
17427,2000
17430,2000
17431,2000
17442,0
17443,2000
17444,0
17445,0
17446,0
17447,0
17448,2000
17449,2000
17450,2000
17451,0
17452,0
17453,0
17458,0
17459,0
17464,2000
17465,2000
17468,2000
17469,0
17470,0
17471,2000
17472,2000
17473,2000
17480,0
17481,0
17492,0
17493,0
17498,0
17499,0
17506,0
17507,0
17510,0
17511,0
17518,0
17519,2000
17522,0
17523,2000
17530,2000
17531,2000
17536,0
17537,0
17542,0
17543,2000
17546,0
17547,0
17548,0
17549,0
17550,2000
17551,0
17552,2000
17553,0
17554,2000
17555,2000
17556,2000
17557,2000
17560,0
17561,2000
17566,0
17567,0
17570,2000
17571,2000
17572,2000
17573,0
17578,2000
17579,2000
17580,2000
17581,2000
17590,0
17591,0
17592,0
17593,0
17594,2000
17595,2000
17598,0
17599,0
17602,0
17603,0
17604,0
17605,0
17606,2000
17607,0
17608,2000
17609,0
17612,2000
17613,0
17616,2000
17617,0
17620,2000
17621,2000
17632,0
17633,0
17642,2000
17643,2000
17650,0
17651,2000
17652,0
17653,2000
17656,0
17657,0
17658,0
17659,0
17664,2000
17665,2000
17676,2000
17677,2000
17680,0
17681,2000
17682,2000
17683,0
17684,0
17685,0
17688,0
17689,0
17692,0
17693,0
17694,0
17695,2000
17696,2000
17697,2000
17704,0
17705,0
17712,0
17713,0
17714,2000
17715,2000
17738,2000
17739,2000
17742,2000
17743,2000
17750,2000
17751,2000
17758,2000
17759,2000
17762,2000
17763,2000
17768,0
17769,0
17772,2000
17773,2000
17774,0
17775,2000
17776,0
17777,2000
17778,2000
17779,2000
17782,0
17783,2000
17790,0
17791,0
17792,0
17793,0
17800,0
17801,2000
17804,2000
17805,2000
17806,2000
17807,2000
17812,2000
17813,2000
17816,0
17817,0
17820,0
17821,0
17830,2000
17831,2000
17836,0
17837,0
17844,0
17845,0
17862,0
17863,2000
17874,0
17875,2000
17878,2000
17879,2000
17886,0
17887,0
17890,0
17891,0
17892,0
17893,0
17896,0
17897,0
17902,0
17903,0
17926,0
17927,0
17934,0
17935,0
17946,2000
17947,0
17952,0
17953,2000
17954,0
17955,0
17958,0
17959,0
17960,0
17961,0
17972,2000
17973,2000
17980,2000
17981,2000
17992,0
17993,0
17998,2000
17999,0
18006,0
18007,2000
18014,0
18015,0
18050,0
18051,2000
18054,2000
18055,0
18062,0
18063,2000
18082,0
18083,0
18086,2000
18087,2000
18088,2000
18089,2000
18090,0
18091,0
18102,2000
18103,2000
18106,2000
18107,0
18108,2000
18109,2000
18114,2000
18115,2000
18116,0
18117,2000
18126,0
18127,2000
18128,0
18129,0
18132,0
18133,2000
18138,2000
18139,0
18146,0
18147,2000
18158,2000
18159,2000
18170,2000
18171,2000
18182,0
18183,0
18186,0
18187,0
18202,2000
18203,2000
18204,2000
18205,0
18206,0
18207,0
18212,0
18213,0
18216,0
18217,0
18220,0
18221,0
18228,0
18229,0
18240,2000
18241,0
18254,2000
18255,2000
18274,0
18275,2000
18276,0
18277,0
18280,0
18281,2000
18282,2000
18283,2000
18290,0
18291,2000
18298,2000
18299,0
18312,0
18313,0
18314,0
18315,2000
18320,0
18321,0
18324,2000
18325,0
18326,0
18327,0
18332,0
18333,2000
18340,2000
18341,0
18350,2000
18351,2000
18352,0
18353,2000
18368,2000
18369,2000
18372,2000
18373,2000
18380,0
18381,0
18394,2000
18395,2000
18398,2000
18399,0
18410,0
18411,0
18424,0
18425,2000
18430,2000
18431,2000
18432,0
18433,2000
18448,0
18449,0
18450,0
18451,0
18456,0
18457,2000
18458,0
18459,2000
18464,0
18465,2000
18468,2000
18469,2000
18472,2000
18473,2000
18480,0
18481,2000
18486,0
18487,2000
18488,0
18489,0
18500,0
18501,0
18502,2000
18503,2000
18508,0
18509,0
18510,0
18511,0
18514,0
18515,2000
18516,0
18517,2000
18526,2000
18527,2000
18530,0
18531,2000
18548,0
18549,1500
18556,0
18557,2000
18580,0
18581,0
18590,2000
18591,2000
18596,0
18597,0
18598,0
18599,0
18602,0
18603,0
18610,0
18611,2000
18612,2000
18613,2000
18614,0
18615,2000
18616,0
18617,2000
18630,0
18631,0
18634,0
18635,0
18638,2000
18639,2000
18660,0
18661,0
18662,0
18663,0
18666,0
18667,0
18672,2000
18673,2000
18678,0
18679,0
18694,0
18695,0
18706,0
18707,0
18708,2000
18709,2000
18714,0
18715,0
18718,2000
18719,0
18724,2000
18725,2000
18730,0
18731,0
18732,2000
18733,2000
18744,0
18745,0
18746,2000
18747,2000
18748,2000
18749,2000
18750,2000
18751,0
18752,2000
18753,2000
18760,0
18761,0
18768,2000
18769,2000
18776,2000
18777,2000
18782,2000
18783,2000
18788,0
18789,2000
18804,2000
18805,0
18808,2000
18809,0
18816,0
18817,2000
18818,0
18819,0
18826,2000
18827,2000
18830,2000
18831,2000
18834,0
18835,0
18842,0
18843,0
18848,2000
18849,2000
18856,2000
18857,2000
18858,2000
18859,2000
18868,2000
18869,0
18870,2000
18871,0
18874,0
18875,0
18876,0
18877,0
18884,0
18885,0
18886,0
18887,0
18888,0
18889,0
18894,0
18895,0
18898,2000
18899,0
18900,2000
18901,2000
18902,2000
18903,0
18904,2000
18905,2000
18916,0
18917,0
18930,0
18931,0
18932,0
18933,0
18946,0
18947,2000
18952,2000
18953,0
18958,2000
18959,2000
18962,2000
18963,2000
18968,0
18969,2000
18978,2000
18979,0
18980,2000
18981,2000
18990,0
18991,0
18998,0
18999,0
19002,0
19003,0
19004,2000
19005,2000
19014,0
19015,0
19016,0
19017,0
19034,0
19035,0
19054,0
19055,0
19068,2000
19069,2000
19072,2000
19073,2000
19078,2000
19079,2000
19080,0
19081,2000
19086,2000
19087,2000
19088,2000
19089,0
19090,0
19091,2000
19092,0
19093,2000
19094,2000
19095,0
19096,0
19097,0
19112,2000
19113,2000
19114,0
19115,0
19128,0
19129,0
19132,2000
19133,2000
19156,0
19157,0
19158,0
19159,0
19160,0
19161,0
19162,2000
19163,0
19164,0
19165,0
19172,2000
19173,0
19174,0
19175,0
19176,0
19177,0
19178,0
19179,0
19180,0
19181,0
19182,2000
19183,2000
19190,0
19191,0
19194,2000
19195,2000
19198,2000
19199,0
19214,0
19215,0
19230,0
19231,0
19232,2000
19233,2000
19234,0
19235,0
19240,0
19241,0
19246,2000
19247,0
19248,2000
19249,0
19260,0
19261,0
19262,2000
19263,2000
19264,0
19265,0
19276,0
19277,0
19292,0
19293,2000
19296,2000
19297,2000
19308,1000
19309,2000
19312,0
19313,0
19314,0
19315,0
19316,0
19317,0
19318,0
19319,2000
19326,0
19327,2000
19328,2000
19329,0
19334,0
19335,2000
19336,0
19337,0
19342,2000
19343,2000
19354,2000
19355,2000
19360,2000
19361,2000
19362,0
19363,2000
19366,2000
19367,2000
19372,0
19373,2000
19374,0
19375,2000
19380,2000
19381,2000
19382,2000
19383,2000
19384,2000
19385,2000
19390,2000
19391,2000
19394,2000
19395,2000
19398,2000
19399,0
19408,2000
19409,2000
19412,0
19413,0
19432,0
19433,0
19452,0
19453,0
19456,0
19457,0
19462,0
19463,0
19464,0
19465,0
19478,0
19479,0
19488,2000
19489,2000
19490,2000
19491,0
19494,1500
19495,2000
19496,0
19497,2000
19500,0
19501,0
19502,0
19503,2000
19506,2000
19507,0
19510,2000
19511,2000
19512,0
19513,0
19516,0
19517,0
19546,2000
19547,2000
19560,2000
19561,0
19566,2000
19567,2000
19572,0
19573,0
19586,2000
19587,2000
19588,2000
19589,2000
19590,2000
19591,0
19596,0
19597,2000
19598,2000
19599,2000
19606,0
19607,0
19608,0
19609,0
19616,0
19617,0
19620,0
19621,0
19624,0
19625,0
19626,0
19627,0
19628,0
19629,0
19632,0
19633,2000
19646,0
19647,0
19652,0
19653,0
19654,0
19655,0
19658,0
19659,0
19668,0
19669,0
19670,0
19671,0
19674,0
19675,0
19676,0
19677,0
19678,2000
19679,2000
19680,0
19681,0
19682,2000
19683,0
19692,0
19693,0
19700,0
19701,2000
19704,2000
19705,2000
19706,0
19707,2000
19708,2000
19709,2000
19710,0
19711,2000
19716,0
19717,0
19718,2000
19719,2000
19722,0
19723,0
19724,0
19725,2000
19736,2000
19737,0
19740,1500
19741,2000
19744,0
19745,0
19750,2000
19751,0
19760,0
19761,0
19762,0
19763,0
19768,0
19769,0
19778,2000
19779,2000
19780,0
19781,0
19786,0
19787,0
19794,2000
19795,2000
19800,0
19801,0
19806,0
19807,0
19808,0
19809,0
19832,2000
19833,2000
19834,2000
19835,0
19838,0
19839,0
19842,2000
19843,0
19848,0
19849,0
19856,0
19857,0
19860,0
19861,2000
19862,0
19863,0
19868,0
19869,0
19886,0
19887,2000
19888,0
19889,2000
19892,2000
19893,2000
19902,2000
19903,2000
19904,2000
19905,2000
19910,2000
19911,2000
19918,0
19919,0
19924,2000
19925,2000
19926,0
19927,0
19930,0
19931,2000
19932,0
19933,0
19934,0
19935,2000
19936,0
19937,2000
19940,0
19941,2000
19946,0
19947,2000
19948,0
19949,2000
19950,0
19951,0
19954,2000
19955,2000
19960,0
19961,0
19962,0
19963,0
19968,0
19969,0
19974,2000
19975,0
19976,2000
19977,0
19988,0
19989,0
19990,0
19991,2000
20010,0
20011,2000
20014,2000
20015,2000
20018,0
20019,2000
20020,0
20021,0
20022,0
20023,0
20032,0
20033,0
20038,0
20039,2000
20040,2000
20041,2000
20044,0
20045,0
20046,0
20047,2000
20060,2000
20061,2000
20064,0
20065,0
20068,0
20069,2000
20078,0
20079,0
20086,0
20087,0
20088,0
20089,2000
20092,0
20093,0
20094,0
20095,0
20102,2000
20103,2000
20104,0
20105,2000
20116,0
20117,2000
20120,2000
20121,2000
20126,0
20127,0
20128,0
20129,0
20130,0
20131,0
20134,0
20135,0
20138,0
20139,0
20140,0
20141,2000
20144,0
20145,0
20146,0
20147,2000
20156,0
20157,0
20164,0
20165,1000
20176,0
20177,2000
20178,0
20179,0
20180,0
20181,0
20186,2000
20187,0
20194,0
20195,0
20204,0
20205,0
20206,2000
20207,2000
20208,2000
20209,2000
20212,2000
20213,2000
20216,2000
20217,2000
20222,0
20223,2000
20224,2000
20225,0
20226,0
20227,0
20230,2000
20231,2000
20232,2000
20233,2000
20246,2000
20247,0
20248,0
20249,2000
20256,0
20257,2000
20260,0
20261,0
20262,0
20263,0
20266,0
20267,2000
20270,0
20271,2000
20274,0
20275,2000
20278,2000
20279,0
20282,0
20283,0
20286,2000
20287,2000
20290,0
20291,2000
20298,2000
20299,2000
20308,0
20309,2000
20312,0
20313,2000
20314,0
20315,2000
20329,2000
20345,0
20362,2000
20363,0
20368,2000
20369,2000
20370,0
20371,0
20376,0
20377,0
20380,2000
20381,2000
20384,2000
20385,2000
20390,2000
20391,2000
20392,2000
20393,2000
20400,2000
20401,2000
20406,2000
20407,2000
20418,2000
20419,2000
20424,2000
20425,2000
20426,2000
20427,2000
20432,2000
20433,2000
20442,0
20443,2000
20454,2000
20455,2000
20462,2000
20463,2000
20464,2000
20465,2000
20468,2000
20469,1500
20470,2000
20471,2000
20472,2000
20473,2000
20476,0
20477,2000
20486,2000
20487,2000
20488,2000
20489,2000
20490,2000
20491,2000
20500,2000
20501,2000
20504,0
20505,0
20506,2000
20507,0
20516,0
20517,0
20528,2000
20529,2000
20530,0
20531,2000
20532,2000
20533,2000
20536,2000
20537,2000
20540,0
20541,0
20542,0
20543,0
20546,0
20547,0
20552,0
20553,0
20554,0
20555,0
20558,0
20559,0
20564,0
20565,0
20568,2000
20569,2000
20572,0
20573,2000
20576,2000
20577,2000
20588,0
20589,0
20600,2000
20601,2000
20616,0
20617,2000
20636,0
20637,2000
20644,1500
20645,2000
20654,2000
20655,2000
20666,2000
20667,2000
20670,0
20671,2000
20674,0
20675,2000
20678,2000
20679,0
20680,2000
20681,2000
20686,0
20687,0
20696,0
20697,2000
20700,2000
20701,2000
20702,2000
20703,2000
20704,0
20705,2000
20706,2000
20707,2000
20712,2000
20713,2000
20724,2000
20725,0
20726,0
20727,2000
20746,0
20747,0
20750,2000
20751,2000
20754,0
20755,0
20758,0
20759,0
20776,0
20777,0
20800,0
20801,0
20802,0
20803,2000
20810,2000
20811,2000
20818,2000
20819,2000
20820,2000
20821,0
20822,2000
20823,2000
20824,2000
20825,2000
20828,0
20829,0
20832,2000
20833,2000
20842,2000
20843,0
20854,2000
20855,2000
20860,0
20861,0
20862,2000
20863,2000
20870,0
20871,0
20882,0
20883,0
20884,2000
20885,0
20888,0
20889,2000
20896,1500
20897,2000
20904,2000
20905,2000
20922,0
20923,0
20924,2000
20925,2000
20926,0
20927,0
20930,0
20931,0
20936,0
20937,0
20942,2000
20943,2000
20944,2000
20945,2000
20946,0
20947,0
20948,0
20949,0
20954,2000
20955,2000
20960,0
20961,0
20972,2000
20973,2000
20976,2000
20977,0
20988,2000
20989,0
20996,0
20997,0
20998,0
20999,0
21004,2000
21005,2000
21006,0
21007,0
21008,0
21009,0
21010,0
21011,0
21012,0
21013,0
21020,2000
21021,0
21030,0
21031,0
21042,2000
21043,2000
21046,0
21047,0
21056,2000
21057,2000
21066,2000
21067,2000
21076,2000
21077,2000
21088,2000
21089,2000
21090,2000
21091,2000
21092,2000
21093,2000
21098,0
21099,0
21106,2000
21107,2000
21108,2000
21109,1500
21122,0
21123,2000
21124,0
21125,2000
21126,0
21127,0
21128,0
21129,0
21130,0
21131,0
21134,2000
21135,2000
21136,2000
21137,2000
21144,2000
21145,2000
21146,2000
21147,2000
21150,2000
21151,2000
21156,2000
21157,2000
21158,2000
21159,2000
21160,2000
21161,2000
21162,2000
21163,2000
21170,0
21171,2000
21198,2000
21199,2000
21206,2000
21207,0
21208,2000
21209,2000
21210,0
21211,0
21216,2000
21217,2000
21224,2000
21225,2000
21230,2000
21231,2000
21236,2000
21237,2000
21270,2000
21271,0
21276,1500
21277,1500
21284,2000
21285,0
21300,2000
21301,0
21302,1500
21303,0
21310,2000
21311,2000
21318,0
21319,0
21328,2000
21329,1500
21342,1500
21343,2000
21350,2000
21351,0
21354,2000
21355,2000
21358,2000
21359,2000
21360,1500
21361,2000
21366,2000
21367,2000
21374,0
21375,0
21376,2000
21377,2000
21378,1000
21379,2000
21380,1000
21381,2000
21382,2000
21383,2000
21392,2000
21393,2000
21394,2000
21395,2000
21414,2000
21415,2000
21416,0
21417,0
21418,1500
21419,2000
21422,2000
21423,2000
21426,2000
21427,2000
21446,2000
21447,2000
21472,2000
21473,1500
21474,2000
21475,2000
21484,2000
21485,2000
21488,2000
21489,2000
21504,2000
21505,0
21512,1500
21513,1500
21516,2000
21517,2000
21520,2000
21521,2000
21524,1500
21525,2000
21536,2000
21537,2000
21538,2000
21539,2000
21540,2000
21541,2000
21552,1500
21553,2000
21554,1500
21555,0
21568,0
21569,2000
21574,0
21575,0
21586,1500
21587,2000
21592,1500
21593,1500
21596,1500
21597,2000
21600,2000
21601,2000
21606,1500
21607,2000
21610,1500
21611,2000
21616,1500
21617,2000
21624,0
21625,0
21626,0
21627,0
21636,2000
21637,0
21638,2000
21639,2000
21640,2000
21641,1500
21642,2000
21643,2000
21654,2000
21655,2000
21660,2000
21661,0
21668,1500
21669,1500
21674,2000
21675,2000
21680,2000
21681,2000
21698,2000
21699,2000
21702,2000
21703,1500
21708,2000
21709,0
21710,2000
21711,2000
21712,2000
21713,2000
21734,1500
21735,2000
21736,2000
21737,0
21740,2000
21741,2000
21748,2000
21749,2000
21752,0
21753,0
21754,0
21755,0
21760,1000
21761,0
21762,2000
21763,2000
21766,2000
21767,2000
21778,2000
21779,2000
21780,2000
21781,2000
21798,2000
21799,2000
21814,2000
21815,0
21818,2000
21819,2000
21824,1500
21825,2000
21828,1000
21829,0
21830,0
21831,0
21836,0
21837,2000
21838,0
21839,2000
21844,2000
21845,2000
21860,2000
21861,2000
21866,2000
21867,2000
21872,2000
21873,2000
21892,2000
21893,2000
21896,2000
21897,1500
21900,2000
21901,2000
21902,2000
21903,2000
21920,0
21921,2000
21922,2000
21923,2000
21928,2000
21929,2000
21930,2000
21931,2000
21938,2000
21939,2000
21946,2000
21947,2000
21952,2000
21953,2000
21954,2000
21955,2000
21960,1500
21961,2000
21966,0
21967,0
21968,0
21969,0
21970,0
21971,0
21972,0
21973,1000
21982,1000
21983,2000
21984,2000
21985,0
21988,2000
21989,2000
21990,2000
21991,2000
21992,2000
21993,2000
22000,2000
22001,2000
22002,2000
22003,0
22018,2000
22019,2000
22022,1500
22023,0
22028,2000
22029,2000
22030,2000
22031,2000
22038,0
22039,0
22060,0
22061,2000
22068,0
22069,0
22072,0
22073,0
22078,0
22079,0
22088,0
22089,0
22100,0
22101,0
22104,0
22105,2000
22108,0
22109,0
22112,0
22113,0
22118,0
22119,2000
22120,0
22121,2000
22126,0
22127,2000
22134,0
22135,0
22136,0
22137,2000
22138,0
22139,2000
22140,0
22141,0
22144,0
22145,2000
22146,0
22147,2000
22148,0
22149,2000
22158,0
22159,0
22160,0
22161,0
22162,0
22163,0
22170,0
22171,0
22180,0
22181,0
22196,0
22197,0
22198,0
22199,2000
22206,0
22207,0
22212,0
22213,0
22222,0
22223,0
22224,0
22225,0
22230,0
22231,2000
22234,0
22235,2000
22238,0
22239,0
22246,0
22247,0
22250,0
22251,2000
22252,0
22253,2000
22260,2000
22261,2000
22264,0
22265,2000
22270,0
22271,2000
22276,0
22277,2000
22280,0
22281,2000
22296,0
22297,2000
22300,0
22301,2000
22322,0
22323,0
22326,0
22327,0
22334,0
22335,2000
22344,0
22345,2000
22356,0
22357,2000
22362,0
22363,0
22368,0
22369,0
22370,0
22371,0
22372,0
22373,2000
22374,0
22375,0
22376,0
22377,0
22380,0
22381,2000
22382,0
22383,2000
22384,0
22385,0
22408,0
22409,0
22414,0
22415,2000
22418,0
22419,2000
22424,0
22425,2000
22426,0
22427,2000
22436,0
22437,0
22454,0
22455,0
22464,0
22465,2000
22468,0
22469,2000
22480,0
22481,2000
22482,0
22483,0
22488,0
22489,2000
22500,0
22501,2000
22502,0
22503,0
22504,0
22505,0
22508,0
22509,2000
22510,0
22511,2000
22516,0
22517,2000
22522,0
22523,0
22536,0
22537,2000
22542,0
22543,2000
22544,0
22545,2000
22546,0
22547,0
22554,0
22555,0
22556,0
22557,2000
22558,0
22559,2000
22562,0
22563,2000
22572,0
22573,0
22580,0
22581,0
22582,0
22583,0
22584,0
22585,2000
22588,0
22589,2000
22592,0
22593,2000
22598,0
22599,2000
22600,0
22601,2000
22604,0
22605,0
22610,0
22611,2000
22614,0
22615,0
22618,0
22619,0
22624,0
22625,0
22630,0
22631,0
22632,0
22633,0
22636,0
22637,0
22640,0
22641,0
22644,0
22645,0
22646,0
22647,0
22650,0
22651,0
22658,0
22659,0
22660,0
22661,0
22662,0
22663,0
22664,0
22665,0
22670,0
22671,2000
22676,0
22677,0
22678,0
22679,2000
22682,0
22683,0
22684,0
22685,0
22686,0
22687,0
22692,0
22693,2000
22698,0
22699,2000
22700,0
22701,2000
22714,0
22715,2000
22720,0
22721,2000
22726,0
22727,0
22734,0
22735,2000
22748,0
22749,0
22752,0
22753,2000
22756,0
22757,2000
22764,0
22765,0
22778,0
22779,0
22812,0
22813,2000
22814,0
22815,0
22816,0
22817,2000
22818,0
22819,2000
22820,0
22821,2000
22826,0
22827,2000
22832,0
22833,2000
22838,0
22839,0
22844,0
22845,0
22856,0
22857,2000
22864,0
22865,2000
22868,0
22869,0
22874,0
22875,2000
22878,0
22879,2000
22880,0
22881,2000
22898,0
22899,0
22916,0
22917,2000
22918,0
22919,0
22920,0
22921,0
22928,0
22929,0
22938,0
22939,2000
22940,0
22941,0
22946,0
22947,2000
22960,0
22961,2000
22962,0
22963,0
22976,0
22977,2000
22978,0
22979,0
22982,0
22983,2000
22984,0
22985,2000
22994,0
22995,0
22996,0
22997,0
23002,0
23003,0
23008,0
23009,2000
23010,0
23011,0
23012,0
23013,0
23024,0
23025,2000
23026,0
23027,2000
23032,0
23033,2000
23036,0
23037,2000
23048,0
23049,2000
23052,0
23053,2000
23058,0
23059,2000
23062,0
23063,0
23064,0
23065,0
23070,0
23071,2000
23074,0
23075,2000
23076,0
23077,0
23078,0
23079,0
23080,0
23081,0
23088,0
23089,2000
23094,0
23095,0
